Id Employee,Age,Attrition,Daily Rate,Distance From Home,Education,Employee Number,Environment Satisfaction,Gender,Hourly Rate,Job Involvement,Job Level,Job Role,Job Satisfaction,Monthly Rate,Num Companies Worked,Percent Salary Hike,Performance Rating,Relationship Satisfaction,Stock Option Level,Training Times Last Year,Work Life Balance,Years At Company,Years Since Last Promotion,Years With Currmanager,Date Birth,Remote Work,Business Travel,Education Field,Marital Status,Over Time,Monthly Income,Total Working Years
125,36.0,No,164.0,2.0,2,"513,0",2,Male,61.0,2,3,Sales executive,3,3809,1,13,"3,0",2,2,2,"3,0",10,9,0,1987,Yes,Travel Rarely,Unknown,Married,Unknown,6477.69,10.0
126,55.0,No,1117.0,18.0,5,"597,0",1,Female,83.0,3,4,Manager,2,9873,3,23,"4,0",4,0,2,"3,0",10,7,7,1968,Yes,Travel Rarely,Unknown,Single,No,6477.69,37.0
127,35.0,No,619.0,1.0,3,"600,0",2,Male,85.0,3,2,Sales executive,3,18659,9,11,"3,0",3,0,2,"3,0",11,6,9,1988,Yes,Unknown,Unknown,Unknown,Unknown,6477.69,15.0
128,42.0,No,319.0,24.0,3,Unknown,4,Male,56.0,3,3,Manufacturing director,1,6950,1,21,"4,0",4,1,5,"2,0",10,5,8,1981,No,Travel Rarely,Medical,Married,Unknown,6477.69,10.0
129,52.0,No,956.0,6.0,2,"630,0",4,Male,78.0,3,2,Research scientist,1,22087,3,12,"3,0",2,2,3,"3,0",10,6,9,1971,Yes,Travel Rarely,Unknown,Divorced,Yes,5577.0,18.0
130,49.0,No,1245.0,18.0,4,"638,0",4,Male,58.0,2,5,Research director,3,2125,1,17,"3,0",3,1,5,"3,0",31,0,9,1974,Yes,Unknown,Life sciences,Unknown,Yes,6477.69,11.0
131,34.0,No,1397.0,1.0,5,"683,0",2,Male,42.0,3,1,Research scientist,4,7660,1,12,"3,0",4,1,4,"2,0",10,8,8,1989,Yes,Travel Rarely,Unknown,Married,No,2691.0,11.0
132,33.0,Yes,527.0,1.0,4,"780,0",4,Male,63.0,3,1,Research scientist,4,5207,1,13,"3,0",3,0,2,"2,0",10,7,8,1990,No,Travel Rarely,Other,Single,Unknown,6477.69,10.0
133,33.0,No,213.0,7.0,3,"817,0",3,Male,49.0,3,3,Research director,3,25995,0,11,"3,0",4,0,3,"4,0",13,3,7,1990,Yes,Unknown,Medical,Married,No,6477.69,11.0
134,53.0,No,798.0,23.0,4,"901,0",4,Female,72.0,3,4,Research director,4,20206,6,18,"3,0",3,0,0,"3,0",12,3,8,1970,Yes,Travel Rarely,Unknown,Unknown,No,6477.69,33.0
135,49.0,No,527.0,8.0,2,"944,0",1,Female,51.0,3,3,Laboratory technician,2,22477,4,11,"3,0",3,1,3,"2,0",26,1,7,1974,No,Travel Rarely,Other,Married,Unknown,7403.0,29.0
136,35.0,No,882.0,7.0,4,"984,0",21,Male,66.0,3,3,Sales executive,4,6812,6,13,"3,0",2,1,2,"3,0",10,0,8,1988,No,Unknown,Unknown,Unknown,Unknown,6477.69,11.0
137,38.0,No,330.0,17.0,1,"1088,0",3,Female,65.0,2,3,Healthcare representative,3,24608,0,18,"3,0",1,1,4,"2,0",19,1,9,1985,No,Travel Rarely,Life sciences,Married,Unknown,8823.0,20.0
138,46.0,No,406.0,3.0,1,"1124,0",1,Male,66.0,3,4,Manager,3,15596,3,12,"3,0",4,1,3,"3,0",12,4,9,1977,No,Unknown,Marketing,Married,No,6477.69,11.0
139,36.0,No,217.0,18.0,4,Unknown,1,Male,78.0,3,2,Manufacturing director,4,23238,2,20,"4,0",1,0,0,"3,0",11,0,9,1987,No,Non Travel,Unknown,Single,Unknown,6477.69,18.0
140,42.0,Yes,481.0,7.0,3,"1167,0",15,Male,44.0,3,4,Sales executive,1,2447,0,12,"3,0",2,0,2,"2,0",21,13,14,1981,Yes,Travel Frequently,Life sciences,Single,Unknown,6477.69,11.0
141,34.0,No,669.0,1.0,3,"1184,0",4,Male,97.0,2,2,Healthcare representative,1,25755,0,20,"4,0",3,0,3,"3,0",13,4,9,1989,Yes,Travel Frequently,Unknown,Single,No,6477.69,14.0
142,30.0,No,1465.0,1.0,3,Unknown,4,Male,63.0,3,1,Research scientist,2,9369,0,21,"4,0",1,1,2,"3,0",11,5,7,1993,Yes,Travel Rarely,Medical,Unknown,Yes,3579.0,12.0
143,54.0,No,685.0,3.0,3,Unknown,4,Male,85.0,3,4,Research director,4,23474,3,14,"3,0",1,0,2,"3,0",10,0,9,1969,Yes,Travel Rarely,Life sciences,Married,No,17779.0,36.0
144,31.0,No,1062.0,24.0,3,"1252,0",3,Female,96.0,2,2,Healthcare representative,1,17198,1,19,"3,0",2,0,2,"3,0",10,1,8,1992,No,Travel Rarely,Medical,Single,No,6477.69,10.0
145,44.0,No,1099.0,5.0,3,"1267,0",2,Male,88.0,3,5,Manager,2,8751,7,11,"3,0",3,1,5,"3,0",22,3,10,1979,Yes,Unknown,Unknown,Married,No,18213.0,26.0
146,55.0,No,177.0,8.0,1,"1278,0",4,Male,37.0,2,4,Healthcare representative,2,25592,1,15,"3,0",4,1,3,"3,0",33,15,0,1968,No,Non Travel,Unknown,Divorced,Yes,13577.0,11.0
147,44.0,No,1199.0,4.0,2,"1288,0",3,Male,92.0,4,5,Manager,1,17477,1,14,"3,0",4,2,4,"2,0",25,14,13,1979,No,Travel Rarely,Life sciences,Divorced,No,19190.0,11.0
148,34.0,No,648.0,11.0,3,Unknown,3,Male,56.0,2,2,Human resources,2,21833,4,11,"3,0",4,2,5,"4,0",10,1,8,1989,Yes,Travel Frequently,Life sciences,Unknown,No,6477.69,14.0
149,39.0,No,412.0,13.0,4,"1307,0",3,Female,94.0,2,4,Manager,2,17334,6,13,"3,0",4,2,4,"3,0",19,15,2,1984,No,Unknown,Unknown,Divorced,Yes,17123.0,11.0
150,55.0,No,282.0,2.0,2,"1336,0",4,Female,58.0,1,5,Manager,3,6992,4,14,"3,0",4,1,5,"3,0",19,9,11,1968,Yes,Travel Rarely,Medical,Unknown,Unknown,19187.0,23.0
151,51.0,No,770.0,5.0,3,"1352,0",3,Male,84.0,3,4,Manager,2,17588,1,11,"3,0",2,1,2,"3,0",33,0,10,1972,Yes,Unknown,Life sciences,Unknown,Unknown,6477.69,11.0
152,58.0,Yes,601.0,7.0,4,"1360,0",14,Female,53.0,2,3,Manufacturing director,1,12023,7,14,"3,0",4,0,0,"2,0",10,5,9,1965,Yes,Unknown,Medical,Married,Unknown,10008.0,11.0
153,48.0,No,855.0,4.0,3,Unknown,4,Male,54.0,3,3,Manufacturing director,4,18706,1,11,"3,0",3,0,2,"3,0",10,0,8,1975,Yes,Unknown,Life sciences,Single,No,6477.69,11.0
154,29.0,No,332.0,17.0,3,"1419,0",2,Male,51.0,2,3,Human resources,1,9769,1,13,"3,0",1,0,3,"2,0",10,0,9,1994,No,Travel Rarely,Unknown,Single,Unknown,7988.0,11.0
155,34.0,No,1326.0,3.0,3,"1478,0",4,Male,81.0,1,2,Sales executive,1,15891,3,18,"3,0",4,0,2,"3,0",13,3,12,1989,Yes,Unknown,Other,Single,No,6477.69,15.0
156,42.0,No,748.0,9.0,2,"1480,0",1,Female,74.0,3,1,Laboratory technician,4,16458,1,13,"3,0",3,0,3,"3,0",12,5,8,1981,Yes,Travel Frequently,Unknown,Unknown,Unknown,6477.69,12.0
157,57.0,No,405.0,1.0,2,Unknown,2,Male,93.0,4,2,Research scientist,3,2721,0,24,"4,0",1,1,2,"2,0",12,2,8,1966,Yes,Travel Rarely,Life sciences,Married,No,6477.69,13.0
158,34.0,Yes,790.0,24.0,4,"1489,0",1,Female,40.0,2,2,Sales executive,2,7815,0,23,"4,0",3,0,2,"4,0",15,10,10,1989,No,Travel Rarely,Unknown,Single,Yes,6477.69,16.0
159,54.0,No,1050.0,11.0,4,"1520,0",2,Female,87.0,3,4,Manager,4,24456,3,20,"3,0",1,1,2,"3,0",14,1,12,1969,Yes,Travel Frequently,Medical,Unknown,No,6477.69,26.0
160,34.0,No,971.0,1.0,3,"1535,0",4,Male,64.0,2,3,Sales executive,3,12288,1,14,"3,0",4,0,3,"3,0",10,8,6,1989,No,Travel Rarely,Unknown,Unknown,Unknown,7083.0,11.0
161,29.0,No,1370.0,3.0,1,"1586,0",2,Male,87.0,3,1,Laboratory technician,1,16213,1,18,"3,0",4,0,3,"3,0",10,1,5,1994,Yes,Unknown,Medical,Single,Unknown,4723.0,11.0
162,35.0,No,750.0,28.0,3,"1596,0",2,Male,46.0,4,2,Laboratory technician,3,25348,1,17,"3,0",4,2,3,"2,0",10,6,8,1988,Yes,Travel Rarely,Life sciences,Unknown,Unknown,3407.0,11.0
163,35.0,Yes,880.0,12.0,4,"1667,0",4,Male,36.0,3,2,Sales executive,4,10414,3,24,"4,0",1,0,2,"4,0",11,6,7,1988,Yes,Unknown,Other,Unknown,Unknown,6477.69,13.0
164,34.0,No,678.0,19.0,3,"1701,0",2,Female,35.0,2,1,Research scientist,4,20338,1,12,"3,0",2,0,3,"3,0",10,8,7,1989,Yes,Travel Rarely,Life sciences,Married,No,2929.0,10.0
165,43.0,No,1179.0,2.0,3,"1706,0",4,Male,73.0,3,2,Sales executive,4,6069,1,17,"3,0",1,1,3,"3,0",10,8,8,1980,No,Unknown,Unknown,Unknown,Yes,6477.69,10.0
166,58.0,No,350.0,2.0,3,Unknown,2,Male,52.0,3,4,Manager,2,22577,4,22,"4,0",4,1,0,"2,0",16,14,14,1965,Yes,Non Travel,Medical,Divorced,No,6477.69,37.0
167,36.0,No,1266.0,7.0,4,Unknown,14,Female,63.0,2,2,Sales executive,3,6060,1,13,"3,0",1,1,4,"3,0",10,1,7,1987,No,Travel Rarely,Unknown,Married,Yes,6477.69,10.0
168,43.0,No,574.0,11.0,3,"1971,0",1,Male,30.0,3,3,Healthcare representative,3,16873,1,17,"3,0",2,1,1,"3,0",10,0,9,1980,Yes,Travel Rarely,Life sciences,Married,Unknown,6477.69,10.0
169,55.0,No,189.0,26.0,4,Unknown,3,Male,71.0,4,5,Manager,2,25811,4,18,"3,0",1,1,0,"3,0",10,1,4,1968,Yes,Unknown,Human resources,Married,Yes,6477.69,35.0
170,42.0,No,798.0,23.0,2,"1976,0",4,Male,37.0,2,2,Research scientist,3,14811,1,12,"3,0",4,0,2,"3,0",20,3,7,1981,Yes,Unknown,Unknown,Single,Unknown,6477.69,20.0
171,40.0,No,692.0,11.0,3,"1985,0",4,Female,73.0,3,2,Laboratory technician,3,26849,1,11,"3,0",1,1,2,"4,0",10,9,4,1983,Yes,Unknown,Technical degree,Married,Unknown,6477.69,10.0
172,56.0,Yes,310.0,7.0,2,"2032,0",4,Male,72.0,3,1,Laboratory technician,3,3666,8,11,"3,0",4,1,4,"1,0",10,9,8,1967,Yes,Unknown,Technical degree,Married,No,6477.69,14.0
173,39.0,No,722.0,7.0,1,"2056,0",33,Female,60.0,2,4,Sales executive,4,8828,0,11,"3,0",1,1,2,"2,0",20,9,6,1984,Yes,Travel Rarely,Marketing,Unknown,Unknown,12031.0,11.0
174,53.0,No,1219.0,2.0,4,Unknown,1,Female,78.0,2,4,Manager,4,22021,2,16,"3,0",3,0,3,"3,0",25,3,7,1970,Yes,Travel Rarely,Life sciences,Married,No,15427.0,11.0
175,27.0,No,994.0,8.0,3,Unknown,4,Male,37.0,3,3,Sales executive,3,2975,1,15,"3,0",4,0,0,"3,0",9,1,7,1996,No,Travel Frequently,Unknown,Single,No,6477.69,9.0
176,30.0,No,721.0,1.0,2,"57,0",3,Female,58.0,3,2,Laboratory technician,4,10781,1,23,"4,0",4,0,2,"3,0",12,3,7,1993,Yes,Travel Frequently,Unknown,Unknown,Unknown,6477.69,12.0
177,35.0,No,853.0,18.0,5,Unknown,2,Male,71.0,3,3,Sales executive,1,11031,1,22,"4,0",4,1,3,"2,0",9,1,8,1988,Yes,Unknown,Life sciences,Married,Unknown,6477.69,9.0
178,32.0,No,427.0,1.0,3,"78,0",1,Male,66.0,3,2,Manufacturing director,4,10877,1,22,"4,0",2,1,3,"3,0",9,7,8,1991,Yes,Travel Rarely,Medical,Married,Yes,6162.0,9.0
179,30.0,No,852.0,1.0,1,"104,0",4,Male,55.0,2,2,Laboratory technician,4,15998,1,12,"3,0",3,2,1,"3,0",10,3,0,1993,No,Travel Rarely,Life sciences,Married,Unknown,5126.0,11.0
180,46.0,Yes,669.0,9.0,2,"118,0",3,Male,64.0,2,3,Sales executive,4,13596,1,16,"3,0",4,0,3,"3,0",9,4,7,1977,No,Unknown,Medical,Unknown,No,9619.0,9.0
181,30.0,No,1334.0,4.0,2,"121,0",3,Female,63.0,2,2,Sales executive,2,19760,1,12,"3,0",2,3,4,"2,0",11,2,7,1993,No,Travel Rarely,Unknown,Unknown,Yes,6477.69,11.0
182,32.0,No,1093.0,6.0,4,"125,0",2,Male,87.0,3,2,Sales executive,3,24301,1,16,"3,0",1,0,0,"3,0",11,5,7,1991,Yes,Unknown,Unknown,Single,No,5010.0,12.0
183,35.0,No,798.0,7.0,5,Unknown,3,Male,94.0,3,3,Sales executive,2,11439,1,13,"3,0",1,2,3,"3,0",10,0,6,1988,No,Travel Rarely,Marketing,Married,Unknown,6477.69,11.0
184,32.0,No,967.0,8.0,3,"207,0",2,Female,43.0,3,3,Sales executive,4,15589,1,14,"3,0",4,0,2,"3,0",9,3,7,1991,Yes,Unknown,Marketing,Single,Unknown,6477.69,9.0
185,41.0,No,465.0,7.0,3,"227,0",1,Male,56.0,3,1,Research scientist,3,4609,4,12,"3,0",1,1,2,"3,0",9,1,8,1982,Yes,Travel Rarely,Life sciences,Divorced,No,6477.69,11.0
186,40.0,No,989.0,4.0,1,"253,0",4,Female,46.0,3,5,Manager,3,6499,1,14,"3,0",2,1,2,"3,0",20,9,9,1983,No,Travel Rarely,Medical,Unknown,No,19033.0,21.0
187,45.0,No,1195.0,2.0,2,"264,0",1,Male,65.0,2,4,Manager,4,20462,9,23,"4,0",4,1,1,"3,0",20,11,8,1978,Yes,Unknown,Unknown,Married,No,6477.69,22.0
188,32.0,Yes,1045.0,4.0,4,"291,0",4,Male,32.0,1,3,Sales executive,4,25812,1,11,"3,0",3,0,2,"2,0",14,9,8,1991,No,Travel Rarely,Unknown,Married,No,10400.0,14.0
189,30.0,No,829.0,1.0,1,"292,0",3,Male,88.0,2,3,Manufacturing director,3,20925,1,22,"4,0",3,0,2,"3,0",11,5,8,1993,Yes,Non Travel,Life sciences,Unknown,No,6477.69,11.0
190,37.0,No,663.0,11.0,3,"306,0",2,Male,47.0,3,3,Research director,4,10056,1,14,"3,0",3,3,1,"3,0",10,0,7,1986,Yes,Unknown,Unknown,Unknown,Unknown,6477.69,11.0
191,37.0,No,319.0,4.0,4,Unknown,1,Male,41.0,3,1,Sales representative,4,2539,4,17,"3,0",3,1,2,"3,0",9,5,8,1986,No,Unknown,Unknown,Divorced,No,2793.0,13.0
192,40.0,No,1300.0,24.0,2,"335,0",1,Male,62.0,3,2,Research scientist,4,24447,1,17,"3,0",1,2,3,"3,0",9,4,7,1983,No,Unknown,Technical degree,Unknown,No,6477.69,11.0
193,36.0,No,1105.0,24.0,4,Unknown,2,Female,47.0,3,2,Laboratory technician,2,6927,7,15,"3,0",3,1,3,"3,0",9,0,8,1987,Yes,Non Travel,Unknown,Married,Unknown,5674.0,11.0
194,32.0,No,906.0,7.0,3,"420,0",4,Male,91.0,2,2,Sales executive,3,16985,1,14,"3,0",3,1,3,"2,0",13,4,8,1991,Yes,Travel Rarely,Life sciences,Married,Unknown,6477.69,13.0
195,38.0,No,849.0,25.0,2,"421,0",1,Female,81.0,2,3,Research director,2,26707,3,17,"3,0",3,1,2,"3,0",10,0,1,1985,Yes,Unknown,Life sciences,Unknown,Unknown,6477.69,11.0
196,30.0,No,1275.0,28.0,2,"441,0",4,Female,64.0,3,2,Research scientist,4,11934,1,13,"3,0",4,2,2,"3,0",10,1,9,1993,Yes,Travel Rarely,Unknown,Married,No,6477.69,11.0
197,39.0,No,1218.0,1.0,1,"531,0",2,Male,52.0,3,5,Manager,3,8213,1,14,"3,0",3,1,3,"3,0",21,1,6,1984,Yes,Unknown,Unknown,Unknown,Unknown,19197.0,21.0
198,60.0,No,422.0,7.0,3,"549,0",1,Female,41.0,3,5,Manager,1,3854,5,11,"3,0",4,0,5,"1,0",29,11,10,1963,Yes,Unknown,Life sciences,Unknown,No,6477.69,33.0
199,30.0,No,1398.0,22.0,4,"567,0",3,Female,69.0,3,3,Sales executive,1,2890,0,11,"3,0",3,0,3,"3,0",9,7,8,1993,Yes,Unknown,Other,Unknown,Unknown,8412.0,10.0
200,31.0,No,1274.0,9.0,1,"581,0",3,Male,66.0,3,3,Manufacturing director,2,14394,1,25,"4,0",4,1,6,"4,0",13,0,8,1992,Yes,Travel Rarely,Unknown,Divorced,No,6477.69,11.0
201,33.0,Yes,1076.0,3.0,3,"702,0",1,Male,70.0,3,1,Research scientist,1,3164,1,11,"3,0",1,0,3,"3,0",10,9,7,1990,No,Unknown,Life sciences,Single,Yes,3348.0,11.0
202,50.0,No,1207.0,28.0,1,"716,0",4,Male,74.0,4,1,Laboratory technician,3,3297,1,11,"3,0",3,3,3,"3,0",20,3,8,1973,Yes,Unknown,Medical,Married,Yes,6477.69,20.0
203,32.0,No,430.0,24.0,4,"772,0",1,Male,80.0,3,2,Laboratory technician,4,21146,1,15,"3,0",4,2,2,"3,0",10,4,7,1991,Yes,Unknown,Life sciences,Unknown,No,5309.0,10.0
204,42.0,No,933.0,29.0,3,"836,0",2,Male,98.0,3,2,Manufacturing director,2,11806,1,13,"3,0",4,1,3,"2,0",9,7,8,1981,Yes,Unknown,Unknown,Unknown,Unknown,6477.69,10.0
205,49.0,Yes,1184.0,11.0,3,"840,0",3,Female,43.0,3,3,Sales executive,4,5860,1,18,"3,0",1,2,3,"4,0",9,7,7,1974,No,Unknown,Marketing,Married,No,7654.0,11.0
206,27.0,No,798.0,5.0,1,"844,0",3,Male,42.0,2,3,Research director,4,8842,1,16,"3,0",2,1,3,"3,0",9,0,8,1996,Yes,Unknown,Unknown,Divorced,Unknown,12808.0,11.0
207,33.0,No,586.0,1.0,3,Unknown,1,Male,48.0,4,2,Sales executive,1,21816,1,22,"3,0",1,1,5,"3,0",9,0,8,1990,Yes,Travel Rarely,Medical,Divorced,Unknown,6477.69,9.0
208,52.0,No,890.0,7.0,4,"867,0",3,Female,81.0,2,4,Manufacturing director,4,19028,3,22,"4,0",3,0,3,"3,0",9,0,0,1971,No,Unknown,Unknown,Married,No,6477.69,31.0
209,32.0,No,379.0,5.0,2,"889,0",2,Male,48.0,3,2,Sales executive,2,8891,1,14,"3,0",4,1,3,"3,0",10,5,3,1991,Yes,Unknown,Life sciences,Unknown,No,6477.69,10.0
210,36.0,No,1425.0,14.0,1,"924,0",3,Male,68.0,3,2,Healthcare representative,4,4821,0,17,"3,0",1,1,2,"2,0",16,4,11,1987,No,Unknown,Life sciences,Unknown,Unknown,6586.0,11.0
211,31.0,No,1188.0,20.0,2,Unknown,4,Female,45.0,3,2,Sales executive,3,24406,1,13,"3,0",4,1,2,"2,0",9,0,0,1992,No,Non Travel,Unknown,Unknown,Unknown,6477.69,11.0
212,36.0,No,938.0,2.0,4,Unknown,3,Male,79.0,3,1,Laboratory technician,3,12287,4,21,"4,0",3,0,6,"3,0",11,3,9,1987,Yes,Travel Rarely,Medical,Single,No,2519.0,11.0
213,52.0,No,1053.0,1.0,2,"976,0",4,Male,70.0,3,4,Manager,4,13829,2,15,"3,0",2,1,2,"3,0",9,7,8,1971,Yes,Unknown,Life sciences,Married,Unknown,17099.0,26.0
214,33.0,No,722.0,17.0,3,"992,0",4,Male,38.0,3,4,Manager,3,20489,1,11,"3,0",4,0,2,"3,0",10,6,0,1990,No,Non Travel,Unknown,Single,Unknown,6477.69,10.0
215,45.0,No,248.0,23.0,2,"1002,0",4,Male,42.0,3,2,Laboratory technician,1,14039,1,15,"3,0",3,1,2,"3,0",9,0,8,1978,Yes,Non Travel,Life sciences,Unknown,Yes,6477.69,9.0
216,36.0,No,796.0,12.0,5,"1073,0",4,Female,51.0,2,3,Manufacturing director,4,15669,0,11,"3,0",2,0,2,"2,0",14,7,8,1987,Yes,Travel Rarely,Unknown,Unknown,Unknown,6477.69,15.0
217,49.0,No,174.0,8.0,4,"1138,0",4,Male,56.0,2,4,Sales executive,2,11879,6,17,"3,0",2,1,3,"3,0",9,2,3,1974,No,Unknown,Unknown,Unknown,Unknown,13120.0,22.0
218,29.0,Yes,408.0,23.0,1,Unknown,4,Female,45.0,2,3,Sales executive,1,11162,1,13,"3,0",1,1,3,"1,0",11,3,10,1994,Yes,Unknown,Unknown,Unknown,Unknown,6477.69,11.0
219,29.0,No,798.0,6.0,1,"1192,0",2,Female,54.0,3,1,Laboratory technician,4,26342,1,13,"3,0",1,1,5,"3,0",10,0,8,1994,No,Unknown,Unknown,Married,Unknown,3131.0,11.0
220,37.0,No,977.0,1.0,3,"1196,0",4,Female,56.0,2,2,Manufacturing director,4,9961,1,13,"3,0",2,1,2,"2,0",14,3,11,1986,Yes,Unknown,Life sciences,Married,Unknown,6477.69,14.0
221,33.0,No,536.0,10.0,5,Unknown,4,Male,82.0,4,3,Sales executive,3,21708,0,14,"3,0",4,2,3,"3,0",9,0,8,1990,Yes,Travel Rarely,Unknown,Unknown,Unknown,6477.69,11.0
222,34.0,No,135.0,19.0,3,Unknown,3,Female,46.0,3,2,Laboratory technician,2,22534,4,13,"3,0",3,2,2,"4,0",11,5,10,1989,Yes,Travel Frequently,Medical,Divorced,No,4444.0,15.0
223,28.0,No,1476.0,1.0,3,"1315,0",3,Female,55.0,1,2,Laboratory technician,4,16392,0,11,"3,0",1,3,6,"3,0",9,7,5,1995,Yes,Non Travel,Unknown,Married,No,6674.0,10.0
224,31.0,No,587.0,2.0,4,"1324,0",4,Female,57.0,3,3,Sales executive,3,8935,1,19,"3,0",1,1,5,"2,0",10,9,6,1992,Yes,Non Travel,Unknown,Unknown,Yes,9852.0,10.0
225,42.0,No,495.0,2.0,1,"1334,0",3,Male,66.0,3,4,Manager,3,26582,0,13,"3,0",4,0,3,"2,0",20,2,10,1981,No,Non Travel,Life sciences,Unknown,Yes,17861.0,21.0
226,40.0,No,523.0,2.0,3,"1346,0",3,Male,98.0,3,2,Research scientist,4,22455,1,13,"3,0",3,0,4,"3,0",9,8,8,1983,Yes,Travel Rarely,Life sciences,Single,Unknown,6477.69,9.0
227,34.0,No,507.0,15.0,2,"1356,0",3,Female,66.0,3,2,Sales executive,1,23553,1,12,"3,0",4,0,6,"4,0",10,9,6,1989,Yes,Unknown,Medical,Single,Unknown,6477.69,11.0
228,58.0,No,1055.0,1.0,3,"1423,0",4,Female,76.0,3,5,Research director,1,22456,3,21,"4,0",3,1,3,"3,0",9,1,5,1965,No,Travel Rarely,Unknown,Unknown,Unknown,6477.69,11.0
229,31.0,Yes,1445.0,1.0,5,"1459,0",3,Female,100.0,4,3,Manufacturing director,2,8931,1,11,"3,0",1,0,2,"3,0",10,4,7,1992,Yes,Travel Frequently,Unknown,Unknown,Unknown,7446.0,11.0
230,40.0,No,218.0,8.0,1,Unknown,4,Male,55.0,2,3,Research director,2,25178,2,11,"3,0",3,1,5,"3,0",9,4,8,1983,Yes,Non Travel,Unknown,Unknown,No,13757.0,16.0
231,53.0,No,447.0,2.0,3,"1472,0",4,Male,39.0,4,4,Research director,2,19764,4,12,"3,0",2,0,2,"2,0",9,8,8,1970,Yes,Unknown,Medical,Single,No,16598.0,35.0
232,34.0,No,829.0,15.0,3,"1485,0",2,Male,71.0,3,4,Research director,1,11929,7,14,"3,0",4,2,3,"2,0",14,6,9,1989,Yes,Unknown,Unknown,Unknown,Unknown,6477.69,16.0
233,35.0,No,1029.0,16.0,3,Unknown,4,Female,91.0,2,3,Healthcare representative,2,21195,1,19,"3,0",4,0,3,"1,0",11,3,3,1988,Yes,Travel Rarely,Life sciences,Single,No,6477.69,11.0
234,37.0,No,674.0,13.0,3,"1543,0",1,Male,47.0,3,2,Research scientist,4,3031,1,17,"3,0",1,0,2,"3,0",10,3,7,1986,Yes,Unknown,Unknown,Married,Unknown,4285.0,11.0
235,42.0,No,798.0,2.0,3,"1547,0",4,Male,40.0,3,3,Healthcare representative,4,18611,2,14,"3,0",3,1,3,"1,0",20,13,9,1981,Yes,Travel Frequently,Unknown,Unknown,Yes,10124.0,24.0
236,45.0,No,538.0,1.0,4,"1553,0",1,Male,66.0,3,3,Healthcare representative,2,20933,1,12,"3,0",1,3,4,"3,0",10,7,7,1978,Yes,Unknown,Unknown,Divorced,Unknown,6477.69,11.0
237,30.0,Yes,740.0,1.0,3,"1562,0",2,Male,64.0,2,2,Sales executive,1,5323,1,11,"3,0",4,1,4,"3,0",10,6,7,1993,Yes,Travel Rarely,Unknown,Married,No,9714.0,11.0
238,38.0,No,1245.0,14.0,3,"1582,0",3,Male,80.0,3,2,Sales executive,2,12355,0,11,"3,0",4,1,3,"3,0",9,7,7,1985,Yes,Travel Rarely,Life sciences,Married,Unknown,9924.0,10.0
239,50.0,No,1234.0,20.0,5,"1606,0",2,Male,41.0,3,4,Healthcare representative,3,20689,2,15,"3,0",3,1,3,"3,0",30,12,13,1973,No,Unknown,Medical,Unknown,Unknown,11245.0,32.0
240,39.0,No,170.0,3.0,2,Unknown,3,Male,76.0,2,2,Laboratory technician,3,10302,0,15,"3,0",4,1,3,"3,0",10,0,7,1984,Yes,Travel Rarely,Unknown,Unknown,Unknown,3069.0,11.0
241,34.0,No,1130.0,3.0,3,"1658,0",4,Female,66.0,3,2,Research scientist,2,19332,1,12,"3,0",3,1,2,"3,0",11,7,9,1989,Yes,Travel Rarely,Unknown,Unknown,No,6477.69,11.0
242,54.0,No,584.0,22.0,5,"1665,0",2,Female,91.0,3,4,Manager,3,18685,3,25,"4,0",3,1,6,"3,0",10,4,7,1969,Yes,Travel Rarely,Unknown,Unknown,Unknown,6477.69,36.0
243,41.0,No,918.0,6.0,3,Unknown,4,Male,35.0,3,3,Sales executive,3,15869,1,12,"3,0",2,0,3,"3,0",10,8,7,1982,No,Travel Rarely,Marketing,Unknown,No,9241.0,11.0
244,39.0,No,792.0,1.0,3,"1737,0",4,Male,77.0,3,2,Laboratory technician,4,8989,1,15,"3,0",4,1,2,"3,0",9,5,8,1984,Yes,Unknown,Life sciences,Married,Unknown,6472.0,11.0
245,40.0,No,611.0,7.0,4,Unknown,2,Male,88.0,3,5,Manager,2,4349,1,14,"3,0",2,0,3,"2,0",21,12,8,1983,No,Travel Rarely,Unknown,Unknown,No,6477.69,11.0
246,33.0,No,798.0,4.0,3,Unknown,4,Male,90.0,3,2,Research scientist,2,6194,5,15,"3,0",4,2,2,"2,0",9,1,7,1990,Yes,Unknown,Technical degree,Unknown,No,3055.0,11.0
247,36.0,No,1383.0,10.0,3,"1790,0",4,Male,90.0,3,3,Healthcare representative,1,25949,7,13,"3,0",4,1,1,"3,0",12,5,7,1987,No,Unknown,Life sciences,Unknown,Unknown,8321.0,15.0
248,33.0,No,867.0,8.0,4,Unknown,4,Male,90.0,4,1,Research scientist,1,6076,6,19,"3,0",2,1,1,"3,0",10,7,6,1990,Yes,Unknown,Life sciences,Married,No,3143.0,14.0
249,34.0,No,798.0,8.0,2,"1823,0",2,Male,92.0,4,2,Sales executive,3,22128,1,21,"4,0",3,2,5,"3,0",10,4,8,1989,No,Travel Rarely,Unknown,Unknown,No,6477.69,10.0
250,29.0,No,574.0,7.0,1,Unknown,4,Male,40.0,3,1,Laboratory technician,4,7003,1,13,"3,0",2,0,3,"4,0",11,3,10,1994,No,Travel Frequently,Medical,Married,No,6477.69,11.0
